DateId,PK_Date,Date_Name,Year,Year_Name,Half_Year,Half_Year_Name,Quarter,Quarter_Name,Month,Month_Name,Day_Of_Year,Day_Of_Year_Name,Day_Of_Half_Year,Day_Of_Half_Year_Name,Day_Of_Quarter,Day_Of_Quarter_Name,Day_Of_Month,Day_Of_Month_Name,Month_Of_Year,Month_Of_Year_Name,Month_Of_Half_Year,Month_Of_Half_Year_Name,Month_Of_Quarter,Month_Of_Quarter_Name,Quarter_Of_Year,Quarter_Of_Year_Name,Quarter_Of_Half_Year,Quarter_Of_Half_Year_Name,Half_Year_Of_Year,Half_Year_Of_Year_Name
465,2006-11-14,Tuesday -  April 10 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,100,Day 100,100,Day 100,10,Day 10,10,Day 10,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
466,2006-11-15,Wednesday -  April 11 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,101,Day 101,101,Day 101,11,Day 11,11,Day 11,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
467,2006-11-16,Thursday -  April 12 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,102,Day 102,102,Day 102,12,Day 12,12,Day 12,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
468,2006-11-17,Friday -  April 13 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,103,Day 103,103,Day 103,13,Day 13,13,Day 13,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
469,2006-11-18,Saturday -  April 14 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,104,Day 104,104,Day 104,14,Day 14,14,Day 14,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
470,2006-11-19,Sunday -  April 15 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,105,Day 105,105,Day 105,15,Day 15,15,Day 15,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
471,2006-11-20,Monday -  April 16 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,106,Day 106,106,Day 106,16,Day 16,16,Day 16,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
472,2006-11-21,Tuesday -  April 17 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,107,Day 107,107,Day 107,17,Day 17,17,Day 17,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
473,2006-11-22,Wednesday -  April 18 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,108,Day 108,108,Day 108,18,Day 18,18,Day 18,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
474,2006-11-23,Thursday -  April 19 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,109,Day 109,109,Day 109,19,Day 19,19,Day 19,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
475,2006-11-24,Friday -  April 20 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,110,Day 110,110,Day 110,20,Day 20,20,Day 20,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
476,2006-11-25,Saturday -  April 21 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,111,Day 111,111,Day 111,21,Day 21,21,Day 21,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
477,2006-11-26,Sunday -  April 22 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,112,Day 112,112,Day 112,22,Day 22,22,Day 22,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
478,2006-11-27,Monday -  April 23 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,113,Day 113,113,Day 113,23,Day 23,23,Day 23,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
479,2006-11-28,Tuesday -  April 24 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,114,Day 114,114,Day 114,24,Day 24,24,Day 24,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
480,2006-11-29,Wednesday -  April 25 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,115,Day 115,115,Day 115,25,Day 25,25,Day 25,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
481,2006-11-30,Thursday -  April 26 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,116,Day 116,116,Day 116,26,Day 26,26,Day 26,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
482,2006-12-01,Friday -  April 27 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,117,Day 117,117,Day 117,27,Day 27,27,Day 27,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
483,2006-12-02,Saturday -  April 28 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,118,Day 118,118,Day 118,28,Day 28,28,Day 28,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
484,2006-12-03,Sunday -  April 29 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,119,Day 119,119,Day 119,29,Day 29,29,Day 29,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
485,2006-12-04,Monday -  April 30 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,04-01-2007 00:00,Apr-07,120,Day 120,120,Day 120,30,Day 30,30,Day 30,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
486,2006-12-05,Tuesday -  May 01 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,121,Day 121,121,Day 121,31,Day 31,1,Day 1,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
487,2006-12-06,Wednesday -  May 02 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,122,Day 122,122,Day 122,32,Day 32,2,Day 2,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
488,2006-12-07,Thursday -  May 03 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,123,Day 123,123,Day 123,33,Day 33,3,Day 3,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
489,2006-12-08,Friday -  May 04 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,124,Day 124,124,Day 124,34,Day 34,4,Day 4,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
490,2006-12-09,Saturday -  May 05 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,125,Day 125,125,Day 125,35,Day 35,5,Day 5,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
491,2006-12-10,Sunday -  May 06 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,126,Day 126,126,Day 126,36,Day 36,6,Day 6,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
492,2006-12-11,Monday -  May 07 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,127,Day 127,127,Day 127,37,Day 37,7,Day 7,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
493,2006-12-12,Tuesday -  May 08 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,128,Day 128,128,Day 128,38,Day 38,8,Day 8,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
494,2006-12-13,Wednesday -  May 09 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,129,Day 129,129,Day 129,39,Day 39,9,Day 9,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
495,2006-12-14,Thursday -  May 10 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,130,Day 130,130,Day 130,40,Day 40,10,Day 10,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
496,2006-12-15,Friday -  May 11 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,131,Day 131,131,Day 131,41,Day 41,11,Day 11,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
497,2006-12-16,Saturday -  May 12 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,132,Day 132,132,Day 132,42,Day 42,12,Day 12,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
498,2006-12-17,Sunday -  May 13 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,133,Day 133,133,Day 133,43,Day 43,13,Day 13,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
499,2006-12-18,Monday -  May 14 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,134,Day 134,134,Day 134,44,Day 44,14,Day 14,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
500,2006-12-19,Tuesday -  May 15 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,135,Day 135,135,Day 135,45,Day 45,15,Day 15,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
501,2006-12-20,Wednesday -  May 16 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,136,Day 136,136,Day 136,46,Day 46,16,Day 16,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
502,2006-12-21,Thursday -  May 17 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,137,Day 137,137,Day 137,47,Day 47,17,Day 17,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
503,2006-12-22,Friday -  May 18 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,138,Day 138,138,Day 138,48,Day 48,18,Day 18,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
504,2006-12-23,Saturday -  May 19 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,139,Day 139,139,Day 139,49,Day 49,19,Day 19,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
505,2006-12-24,Sunday -  May 20 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,140,Day 140,140,Day 140,50,Day 50,20,Day 20,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
506,2006-12-25,Monday -  May 21 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,141,Day 141,141,Day 141,51,Day 51,21,Day 21,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
507,2006-12-26,Tuesday -  May 22 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,142,Day 142,142,Day 142,52,Day 52,22,Day 22,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
508,2006-12-27,Wednesday -  May 23 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,143,Day 143,143,Day 143,53,Day 53,23,Day 23,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
509,2006-12-28,Thursday -  May 24 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,144,Day 144,144,Day 144,54,Day 54,24,Day 24,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
510,2006-12-29,Friday -  May 25 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,145,Day 145,145,Day 145,55,Day 55,25,Day 25,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
511,2006-12-30,Saturday -  May 26 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,146,Day 146,146,Day 146,56,Day 56,26,Day 26,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
512,2006-12-31,Sunday -  May 27 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,147,Day 147,147,Day 147,57,Day 57,27,Day 27,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
513,2007-01-01,Monday -  May 28 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,148,Day 148,148,Day 148,58,Day 58,28,Day 28,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
514,2007-01-02,Tuesday -  May 29 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,149,Day 149,149,Day 149,59,Day 59,29,Day 29,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
515,2007-01-03,Wednesday -  May 30 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,150,Day 150,150,Day 150,60,Day 60,30,Day 30,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
516,2007-01-04,Thursday -  May 31 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,05-01-2007 00:00,May-07,151,Day 151,151,Day 151,61,Day 61,31,Day 31,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
517,2007-01-05,Friday -  June 01 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,152,Day 152,152,Day 152,62,Day 62,1,Day 1,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
518,2007-01-06,Saturday -  June 02 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,153,Day 153,153,Day 153,63,Day 63,2,Day 2,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
519,2007-01-07,Sunday -  June 03 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,154,Day 154,154,Day 154,64,Day 64,3,Day 3,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
520,2007-01-08,Monday -  June 04 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,155,Day 155,155,Day 155,65,Day 65,4,Day 4,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
521,2007-01-09,Tuesday -  June 05 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,156,Day 156,156,Day 156,66,Day 66,5,Day 5,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
522,2007-01-10,Wednesday -  June 06 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,157,Day 157,157,Day 157,67,Day 67,6,Day 6,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
523,2007-01-11,Thursday -  June 07 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,158,Day 158,158,Day 158,68,Day 68,7,Day 7,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
524,2007-01-12,Friday -  June 08 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,159,Day 159,159,Day 159,69,Day 69,8,Day 8,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
525,2007-01-13,Saturday -  June 09 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,160,Day 160,160,Day 160,70,Day 70,9,Day 9,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
526,2007-01-14,Sunday -  June 10 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,161,Day 161,161,Day 161,71,Day 71,10,Day 10,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
527,2007-01-15,Monday -  June 11 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,162,Day 162,162,Day 162,72,Day 72,11,Day 11,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
528,2007-01-16,Tuesday -  June 12 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,163,Day 163,163,Day 163,73,Day 73,12,Day 12,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
529,2007-01-17,Wednesday -  June 13 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,164,Day 164,164,Day 164,74,Day 74,13,Day 13,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
530,2007-01-18,Thursday -  June 14 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,165,Day 165,165,Day 165,75,Day 75,14,Day 14,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
531,2007-01-19,Friday -  June 15 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,166,Day 166,166,Day 166,76,Day 76,15,Day 15,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
532,2007-01-20,Saturday -  June 16 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,167,Day 167,167,Day 167,77,Day 77,16,Day 16,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
533,2007-01-21,Sunday -  June 17 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,168,Day 168,168,Day 168,78,Day 78,17,Day 17,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
534,2007-01-22,Monday -  June 18 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,169,Day 169,169,Day 169,79,Day 79,18,Day 18,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
535,2007-01-23,Tuesday -  June 19 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,170,Day 170,170,Day 170,80,Day 80,19,Day 19,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
536,2007-01-24,Wednesday -  June 20 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,171,Day 171,171,Day 171,81,Day 81,20,Day 20,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
537,2007-01-25,Thursday -  June 21 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,172,Day 172,172,Day 172,82,Day 82,21,Day 21,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
538,2007-01-26,Friday -  June 22 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,173,Day 173,173,Day 173,83,Day 83,22,Day 22,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
539,2007-01-27,Saturday -  June 23 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,174,Day 174,174,Day 174,84,Day 84,23,Day 23,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
540,2007-01-28,Sunday -  June 24 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,175,Day 175,175,Day 175,85,Day 85,24,Day 24,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
541,2007-01-29,Monday -  June 25 2007,01-01-2007 00:00,Calendar 2007,01-01-2007 00:00,Semester 1 -  2007,04-01-2007 00:00,Quarter 2 -  2007,06-01-2007 00:00,Jun-07,176,Day 176,176,Day 176,86,Day 86,25,Day 25,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
